file,line,status,snippet
ItemManager/Services/NotificationManager.swift,686,localized,"body = ""「%@」今天开始付尾款：%@。%@，请确认是否已处理。"".appLocalized(clothing.name, paymentWindowText, amountText)"
ItemManager/Services/NotificationManager.swift,866,localized,"title: ""尾款支付提醒"".appLocalized,"
ItemManager/Services/NotificationManager.swift,1134,localized,"title: ""尾款支付提醒"".appLocalized,"
ItemManager/Services/NotificationManager.swift,1235,localized,"return ""支付期 %@ 至 %@"".appLocalized(formatDate(finalDate), formatDate(finalPaymentEndDate))"
ItemManager/Services/NotificationManager.swift,1238,localized,"return ""尾款日 %@"".appLocalized(formatDate(finalDate))"
ItemManager/Services/NotificationManager.swift,1243,localized,"return ""尾款金额待确认"".appLocalized"
ItemManager/Services/NotificationManager.swift,1246,localized,"return ""待付尾款 ¥%@"".appLocalized(NSDecimalNumber(decimal: clothing.totalBalance).stringValue)"
ItemManager/Services/VIP/VIPAppIconManager.swift,38,candidate,"displayName: ""少女心愿立体"","
ItemManager/Services/VIP/VIPAppIconManager.swift,39,candidate,"subtitle: ""经典衣橱主视觉，甜美又有辨识度"","
ItemManager/Services/VIP/VIPAppIconManager.swift,42,candidate,"badgeText: ""经典"""
ItemManager/Services/VIP/VIPAppIconManager.swift,46,candidate,"displayName: ""心愿礼服馆"","
ItemManager/Services/VIP/VIPAppIconManager.swift,47,candidate,"subtitle: ""粉色礼服馆风格，把少女心放上桌面"","
ItemManager/Services/VIP/VIPAppIconManager.swift,50,candidate,"badgeText: ""VIP专属"""
ItemManager/Services/VIP/VIPAppIconManager.swift,54,candidate,"displayName: ""珍珠衣柜"","
ItemManager/Services/VIP/VIPAppIconManager.swift,55,candidate,"subtitle: ""立体珍珠衣柜风格，温柔精致"","
ItemManager/Services/VIP/VIPAppIconManager.swift,58,candidate,"badgeText: ""VIP专属"""
ItemManager/Services/VIP/VIPAppIconManager.swift,62,candidate,"displayName: ""珍珠礼服柜"","
ItemManager/Services/VIP/VIPAppIconManager.swift,63,candidate,"subtitle: ""粉金珍藏款，像一只小小的礼服收藏柜"","
ItemManager/Services/VIP/VIPAppIconManager.swift,66,candidate,"badgeText: ""珍藏款"""
ItemManager/Services/VIP/VIPAppIconManager.swift,70,candidate,"displayName: ""月光玻璃柜"","
ItemManager/Services/VIP/VIPAppIconManager.swift,71,candidate,"subtitle: ""月光琉璃款，清透安静的夜色衣橱"","
ItemManager/Services/VIP/VIPAppIconManager.swift,74,candidate,"badgeText: ""月光款"""
ItemManager/Services/VIP/VIPAppIconManager.swift,100,localized,"return (false, ""开通 VIP 后，就可以为桌面换上专属图标。"".appLocalized)"
ItemManager/Services/VIP/VIPAppIconManager.swift,104,localized,"return (false, ""这台设备暂时不能切换桌面图标。"".appLocalized)"
ItemManager/Services/VIP/VIPAppIconManager.swift,108,localized,"return (true, ""你已经在使用「%@」了。"".appLocalized(option.localizedDisplayName))"
ItemManager/Services/VIP/VIPAppIconManager.swift,118,localized,"return (true, ""已切换为「%@」。"".appLocalized(option.localizedDisplayName))"
ItemManager/Services/VIP/VIPAppIconManager.swift,123,localized,"return (false, ""现在暂时不能切换桌面图标。"".appLocalized)"
ItemManager/Services/VIP/VIPAppIconManager.swift,150,localized,"""暂时没能换成「%@」，可以稍后再试。"".appLocalized(option.localizedDisplayName)"
ItemManager/Services/VIP/VIPManager.swift,74,localized,"title: ""一个月"".appLocalized,"
ItemManager/Services/VIP/VIPManager.swift,75,localized,"subtitle: ""%d喵币"".appLocalized(Self.monthlyPrice),"
ItemManager/Services/VIP/VIPManager.swift,82,localized,"title: ""三个月"".appLocalized,"
ItemManager/Services/VIP/VIPManager.swift,83,localized,"subtitle: ""%d喵币"".appLocalized(Self.quarterlyPrice),"
ItemManager/Services/VIP/VIPManager.swift,98,localized,"return (false, ""喵币不足，需要 %d 喵币"".appLocalized(cost))"
ItemManager/Services/VIP/VIPManager.swift,102,localized,"return (false, ""喵币不足，需要 %d 喵币"".appLocalized(cost))"
ItemManager/Services/VIP/VIPManager.swift,129,localized,"return (true, ""开通成功！有效期至 %@"".appLocalized(Self.localizedDateText(newExpireDate)))"
ItemManager/Services/VIP/VIPManager.swift,172,localized,"return (false, ""您已经使用过试用期了"".appLocalized)"
ItemManager/Services/VIP/VIPManager.swift,177,localized,"return (false, ""您已经是VIP会员了"".appLocalized)"
ItemManager/Services/VIP/VIPManager.swift,185,localized,"return (false, ""系统错误，请稍后重试"".appLocalized)"
ItemManager/Services/VIP/VIPManager.swift,206,localized,"return (true, ""试用期已开启！有效期至 %@"".appLocalized(Self.localizedDateText(trialExpireDate, template: ""MMMdd"")))"
ItemManager/Views/IAP/MeowCoinStoreView.swift,23,localized,"@State private var offerCodeErrorMessage = ""暂时无法打开 App Store 优惠码兑换界面，请稍后重试。"".appLocalized"
ItemManager/Views/IAP/MeowCoinStoreView.swift,55,localized,".navigationTitle(""获取喵币"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,59,localized,"Button(""问题反馈"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,65,localized,"Button(""完成"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,70,localized,".alert(""购买失败"".appLocalized, isPresented: $viewModel.showErrorAlert) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,71,localized,"Button(""确定"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,77,localized,".alert(""问题反馈"".appLocalized, isPresented: $showDiagnosticAlert) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,78,localized,"Button(""确定"".appLocalized, role: .cancel) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,87,localized,".alert(""使用 App Store 兑换码"".appLocalized, isPresented: $showingOfferCodeInfoAlert) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,88,localized,"Button(""取消"".appLocalized, role: .cancel) { }"
ItemManager/Views/IAP/MeowCoinStoreView.swift,89,localized,"Button(""继续"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,95,localized,"Text(""请输入官方 App Store 优惠码。"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,97,localized,".alert(""App Store 兑换码"".appLocalized, isPresented: $showingOfferCodeErrorAlert) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,98,localized,"Button(""知道了"".appLocalized, role: .cancel) { }"
ItemManager/Views/IAP/MeowCoinStoreView.swift,134,localized,"offerCodeErrorMessage = ""无法打开 App Store 优惠码兑换界面：%@"".appLocalized(error.localizedDescription)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,170,localized,"Text(""当前余额"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,178,localized,"Text(""喵币"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,207,localized,"Text(""获取喵币"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,252,localized,"Text(""App Store 优惠码"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,270,localized,"Text(""兑换 App Store 优惠码"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,274,localized,"Text(""支持 6 个喵币档优惠码，不影响首充双倍"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,300,localized,"Text(""VIP会员"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,309,localized,"Text(""已开通"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,324,localized,"Text(""有效期至: %@"".appLocalized(expireDate.formatted(date: .long, time: .omitted)))"
ItemManager/Views/IAP/MeowCoinStoreView.swift,331,localized,"Label(""VIP 不单独售卖"".appLocalized, systemImage: ""info.circle.fill"")"
ItemManager/Views/IAP/MeowCoinStoreView.swift,334,localized,"Text(""先购买喵币，再前往会员中心兑换会员时长。"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,338,localized,"Text(""当前兑换价格：66 喵币 / 月"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,354,localized,"Text(""由于虚拟商品的特殊性，购买成功后不支持退款"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,360,localized,"Text(""购买即表示同意"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,364,localized,"Button(""用户服务协议"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,369,localized,"Text(""和"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,373,localized,"Button(""隐私政策"".appLocalized) {"
ItemManager/Views/IAP/MeowCoinStoreView.swift,401,localized,"offerCodeErrorMessage = ""当前 App Store 环境没有返回任何可兑换的喵币商品，优惠码无法兑换。请检查 6 个喵币档是否可用、每个 Free Offer 是否绑定对应商品；沙盒账号只能测试 Sandbox Codes，不能兑换生产环境 URL / Custom / One-Time Use Codes。"".appLocalized"
ItemManager/Views/IAP/MeowCoinStoreView.swift,452,localized,"diagnosticAlertMessage = ""当前设备没有配置系统邮件账户，已改为打开文件分享。请将日志文件发送给开发者邮箱：%@"".appLocalized(LegalLinks.supportEmailAddress)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,467,localized,"diagnosticAlertMessage = ""问题反馈日志导出失败：%@"".appLocalized(error.localizedDescription)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,477,localized,"""Pink House IAP 问题反馈"".appLocalized"
ItemManager/Views/IAP/MeowCoinStoreView.swift,516,localized,"diagnosticAlertMessage = ""邮件草稿打开失败：%@"".appLocalized(error.localizedDescription)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,556,localized,"Text(""🎉 首充双倍活动"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,560,localized,"Text(""首次购买任意档位，喵币数量翻倍！"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,611,localized,"Text(""首充双倍"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,731,localized,"Text(""暂时无法获取商品信息"".appLocalized)"
ItemManager/Views/IAP/MeowCoinStoreView.swift,735,localized,"Text(""请检查网络连接或稍后重试"".appLocalized)"
ItemManager/Views/Settings/Refactored/AudioSettingsView.swift,7,candidate,"AdaptiveSettingsView(title: ""音量调节"") {"
ItemManager/Views/Settings/Refactored/AudioSettingsView.swift,8,candidate,"AdaptiveSection(header: ""音量设置"") {"
ItemManager/Views/Settings/Refactored/AudioSettingsView.swift,14,localized,"Text(""萌宠 BGM: %lld%%"".appLocalized(Int64(audioManager.bgmVolume * 100)))"
ItemManager/Views/Settings/Refactored/AudioSettingsView.swift,17,localized,"Text(""BGM 音量"".appLocalized)"
ItemManager/Views/Settings/Refactored/GeneralSoundHapticsSettingsView.swift,9,candidate,"AdaptiveSettingsView(title: ""音效与触感"") {"
ItemManager/Views/Settings/Refactored/GeneralSoundHapticsSettingsView.swift,11,candidate,"AdaptiveSection(header: ""总开关"") {"
ItemManager/Views/Settings/Refactored/GeneralSoundHapticsSettingsView.swift,18,localized,"Text(""应用音效"".appLocalized)"
